"name","rfid","equipment_type","asset_cost","rental_cost","location","purchased","notes"
"DRIEAZ-HEPA 500-SN#-9253-AN#-9253-TRAILER 3","8230 0000 0000 0000 0006 7025","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#11086--AN#-1086-MEDFORD WHSE","8230 0000 0000 0000 0006 6616","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-HEPA 500-SN#11104--AN#-1104-MEDFORD WHSE","8230 0000 0000 0000 0006 6621","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 501-SN #-04696-AN #-0043-Warehouse Medford","8230 0000 0000 0000 0006 3269","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 502-SN #-04624-AN #-52944-Warehouse Medford","8230 0000 0000 0000 0006 3270","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 503-SN #-04672-AN #-52926-Warehouse Medford","8230 0000 0000 0000 0006 3271","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 504-SN #-04611-AN #-52751-Warehouse Medford","8230 0000 0000 0000 0006 3272","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 505-SN #-9019-AN #-00493-Warehouse Medford","8230 0000 0000 0000 0006 3273","Air Scrubber","$819.00","$0","","",""
"DriEaz-HEPA 506-SN #-03825-AN #-00380-Warehouse Medford","8230 0000 0000 0000 0006 3274","Air Scrubber","$819.00","$0","","",""
"DRIEAZ-LGR 1200-SN#-06302-AS#-6302-JERSEY WHSE","8230 0000 0000 0000 0006 7815","Dehumidifier","$1200.00","$0","","",""
"DRIEAZ-LGR 1200-SN#-06454-AS#-6454-JERSEY TRAILER","8230 0000 0000 0000 0006 7414","Dehumidifier","$1200.00","$0","","",""
"DRIEAZ-LGR 1200-SN#-6484-AS#-6484-JERSEY TRAILER","8230 0000 0000 0000 0006 7413","Dehumidifier","$1200.00","$0","","",""
"DriEaz-Snail-SN #--AN #-00009-Warehouse Medford","8230 0000 0000 0000 0006 3189","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #--AN #-00062-Warehouse Medford","8230 0000 0000 0000 0006 3187","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #--AN #-00199-Warehouse Medford","8230 0000 0000 0000 0006 3180","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #--AN #-50243-Warehouse Medford","8230 0000 0000 0000 0006 3202","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #--AN #-50375-Warehouse Medford","8230 0000 0000 0000 0006 3193","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #--AN #-50392-Warehouse Medford","8230 0000 0000 0000 0006 3194","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #--AN #-50720-Warehouse Medford","8230 0000 0000 0000 0006 3223","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #--AN #-50752-Warehouse Medford","8230 0000 0000 0000 0006 3219","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #--AN #-50762-Warehouse Medford","8230 0000 0000 0000 0006 3215","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #--AN #-6633-Warehouse Medford","8230 0000 0000 0000 0006 7389","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #--AN #-67031-Warehouse Medford","8230 0000 0000 0000 0006 7031","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-00301-AN #-0301-Warehouse Medford","8230 0000 0000 0000 0006 7028","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-04315-AN #-4315-Warehouse Medford","8230 0000 0000 0000 0006 3204","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-05560-AN #-5560-Warehouse Medford","8230 0000 0000 0000 0006 7384","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-05660-AN #-5660-Warehouse Medford","8230 0000 0000 0000 0006 6546","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-05661-AN #-5661-Warehouse Medford","8230 0000 0000 0000 0006 6548","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-05748-AN #-5748-Warehouse Medford","8230 0000 0000 0000 0006 6512","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-06396-AN #-00291-Warehouse Medford","8230 0000 0000 0000 0006 3221","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-07319-AN #-7319-Warehouse Medford","8230 0000 0000 0000 0006 7396","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-07412-AN #-00281-Warehouse Medford","8230 0000 0000 0000 0006 3185","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-07416-AN #-119-Warehouse Medford","8230 0000 0000 0000 0006 3211","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-10447-AN #-00158-Warehouse Medford","8230 0000 0000 0000 0006 3200","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-10521-AN #-340-Warehouse Medford","8230 0000 0000 0000 0006 3209","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-12338-AN #-00247-Warehouse Medford","8230 0000 0000 0000 0006 3178","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-12502-AN #-00005-Warehouse Medford","8230 0000 0000 0000 0006 3203","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-17669-AN #-50735-Warehouse Medford","8230 0000 0000 0000 0006 3181","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-18006-AN #-50138-Warehouse Medford","8230 0000 0000 0000 0006 3188","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-18156-AN #-00028-Warehouse Medford","8230 0000 0000 0000 0006 3205","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-19322-AN #-50411-Warehouse Medford","8230 0000 0000 0000 0006 3201","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-19628-AN #-50465-Warehouse Medford","8230 0000 0000 0000 0006 3177","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-20178-AN #-50195-Warehouse Medford","8230 0000 0000 0000 0006 3195","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-20180-AN #-0180-Warehouse Medford","8230 0000 0000 0000 0006 6547","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-22322-AN #-50429-Warehouse Medford","8230 0000 0000 0000 0006 3218","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-23320-AN #-3320-Warehouse Medford","8230 0000 0000 0000 0006 7386","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-23656-AN #-50432-Warehouse Medford","8230 0000 0000 0000 0006 3206","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-23667-AN #-50721-Warehouse Medford","8230 0000 0000 0000 0006 3214","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-23670-AN #-50356-Warehouse Medford","8230 0000 0000 0000 0006 3186","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-37239-AN #-00151-Warehouse Medford","8230 0000 0000 0000 0006 3222","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-37320-AN #-7320-Warehouse Medford","8230 0000 0000 0000 0006 7411","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-37464-AN #-7464-Warehouse Medford","8230 0000 0000 0000 0006 6645","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-37473-AN #-00249-Warehouse Medford","8230 0000 0000 0000 0006 3179","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-37511-AN #-7511-Warehouse Medford","8230 0000 0000 0000 0006 7388","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-37524-AN #-7524-Warehouse Medford","8230 0000 0000 0000 0006 6566","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-37533-AN #-00187-Warehouse Medford","8230 0000 0000 0000 0006 3217","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-37538-AN #-7538-Warehouse Medford","8230 0000 0000 0000 0006 6559","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-37564-AN #-7564-Warehouse Medford","8230 0000 0000 0000 0006 6572","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-37571-AN #-7571-Warehouse Medford","8230 0000 0000 0000 0006 7385","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-474793-AN #--Warehouse Medford","8230 0000 0000 0000 0006 3182","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-50732-AN #-299-Warehouse Medford","8230 0000 0000 0000 0006 3210","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-8619770-AN #-00205-Warehouse Medford","8230 0000 0000 0000 0006 3184","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-9010000473-AN #-00126-Warehouse Medford","8230 0000 0000 0000 0006 3224","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-9010000474-AN #-314-Warehouse Medford","8230 0000 0000 0000 0006 3212","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-901800086-AN #-101-Warehouse Medford","8230 0000 0000 0000 0006 3216","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-BGL8619760-AN #-00183-Warehouse Medford","8230 0000 0000 0000 0006 3196","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-BKJ8705629-AN #-00300-Warehouse Medford","8230 0000 0000 0000 0006 3225","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-BKJ8706163-AN #-00198-Warehouse Medford","8230 0000 0000 0000 0006 3198","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-BKJ8706352-AN #-00189-Warehouse Medford","8230 0000 0000 0000 0006 3213","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-BKJ8706356-AN #-6356-Warehouse Medford","8230 0000 0000 0000 0006 3183","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-BKJ8706360-AN #-00064-Warehouse Medford","8230 0000 0000 0000 0006 3192","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-BKJ8706361-AN #-00050-Warehouse Medford","8230 0000 0000 0000 0006 3208","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-BKJ8706637-AN #-00048-Warehouse Medford","8230 0000 0000 0000 0006 3176","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-BKJ8707272-AN #-00296-Warehouse Medford","8230 0000 0000 0000 0006 3220","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-BKJ8707286-AN #-00181-Warehouse Medford","8230 0000 0000 0000 0006 3191","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-BKJ8707295-AN #-00044-Warehouse Medford","8230 0000 0000 0000 0006 3190","Air Mover","$310.00","$0","","",""
"DriEaz-Snail-SN #-F08196401-AN #-50233-Warehouse Medford","8230 0000 0000 0000 0006 3207","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-00155-AS#-0155-JERSEY WHSE","8230 0000 0000 0000 0006 7030","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-04314-AS#-4314-DVJ WHSE","8230 0000 0000 0000 0006 7654","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-04317-AS#-4317-DVJ WHSE","8230 0000 0000 0000 0006 7576","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-04322-AS#-4322-JERSEY TRAILER","8230 0000 0000 0000 0006 7439","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-04326-AS#-4326-DVJ WHSE","8230 0000 0000 0000 0006 7638","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-05035-AS#-5035-QUEENS WHSE","8230 0000 0000 0000 0006 7911","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-05559-AS#-5559-DVJ WHSE","8230 0000 0000 0000 0006 7652","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-05561-AS#-5561-DVJ WHSE","8230 0000 0000 0000 0006 7650","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-05562-AS#-5562-DVJ WHSE","8230 0000 0000 0000 0006 7653","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-05571-AS#-5571-QUEENS WHSE","8230 0000 0000 0000 0006 7891","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-05572-AS#-5572-DVJ WHSE","8230 0000 0000 0000 0006 7636","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-05620-AS#-5620-QUEENS WHSE","8230 0000 0000 0000 0006 8029","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-05646-AS#-5646-DVJ WHSE","8230 0000 0000 0000 0006 7662","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-05647-AS#-5647-DVJ WHSE","8230 0000 0000 0000 0006 7655","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-05654-AN#-5654-MEDFORD WHSE","8230 0000 0000 0000 0006 6347","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-056769-AN#-6769-MEDFORD WHSE","8230 0000 0000 0000 0006 6354","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-05684-AS#-5684-DVJ WHSE","8230 0000 0000 0000 0006 7632","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-05685-AN#-5685-MEDFORD WHSE","8230 0000 0000 0000 0006 6337","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-05689-AS#-5689-JERSEY TRAILER","8230 0000 0000 0000 0006 7444","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-05691-AS#-5691-QUEENS WHSE","8230 0000 0000 0000 0006 7914","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-05692-AN#-5692-MEDFORD WHSE","8230 0000 0000 0000 0006 6356","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-05737-AS#-5737-JERSEY TRAILER","8230 0000 0000 0000 0006 7442","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-05745-AS#-5745-JERSEY WHSE","8230 0000 0000 0000 0006 7749","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-05746-AN#-5746-MEDFORD WHSE","8230 0000 0000 0000 0006 6349","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-05751-AS#-5751-JERSEY WHSE","8230 0000 0000 0000 0006 7758","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-05762-AS#-5762-JERSEY TRAILER","8230 0000 0000 0000 0006 7445","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-05791-AS#-5791-JERSEY TRAILER","8230 0000 0000 0000 0006 7437","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-05793-AS#-5793-JERSEY TRAILER","8230 0000 0000 0000 0006 7428","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-05801-AS#-5801-DVJ WHSE","8230 0000 0000 0000 0006 7631","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-06223-AS#-6223-QUEENS WHSE","8230 0000 0000 0000 0006 7910","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-07008-AS#-7008-DVJ WHSE","8230 0000 0000 0000 0006 7665","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-07025-AS#-7025-QUEENS WHSE","8230 0000 0000 0000 0006 8024","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-07030-AS#-7030-QUEENS WHSE","8230 0000 0000 0000 0006 7907","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-07091-AS#-7091-QUEENS WHSE","8230 0000 0000 0000 0006 7909","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-07328-AS#-7328-DVJ WHSE","8230 0000 0000 0000 0006 7633","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-07654-AS#-7654-JERSEY TRAILER","8230 0000 0000 0000 0006 7448","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-07662-AS#-7662-DVJ WHSE","8230 0000 0000 0000 0006 7658","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-07670-AS#-7670-JERSEY WHSE","8230 0000 0000 0000 0006 7760","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-07677-AS#-7677-JERSEY TRAILER","8230 0000 0000 0000 0006 7452","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-10451-AS#-0451-JERSEY TRAILER","8230 0000 0000 0000 0006 7432","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-10452-AS#-339-QUEENS WHSE","8230 0000 0000 0000 0006 7887","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-10460-AS#-0460-JERSEY TRAILER","8230 0000 0000 0000 0006 7430","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-10518-AS#-332-DVJ WHSE","8230 0000 0000 0000 0006 7659","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-11745-AN#-1745-MEDFORD WHSE","8230 0000 0000 0000 0006 6331","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-11754-AS#-1754-JERSEY WHSE","8230 0000 0000 0000 0006 7736","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-11755-AS#-1755-JERSEY TRAILER","8230 0000 0000 0000 0006 7431","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-11842-AS#-354-QUEENS WHSE","8230 0000 0000 0000 0006 7888","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-12351-AS#-2351-DVJ WHSE","8230 0000 0000 0000 0006 7657","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-12505-AS#-2505-JERSEY WHSE","8230 0000 0000 0000 0006 7694","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-12508-AS#-2508-QUEENS WHSE","8230 0000 0000 0000 0006 7934","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-14617-AS#-4617-QUEENS WHSE","8230 0000 0000 0000 0006 7890","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-14624-AN#-4624-MEDFORD WHSE","8230 0000 0000 0000 0006 6328","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-14626-AN#-4626-MEDFORD WHSE","8230 0000 0000 0000 0006 6338","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-17619-AS#-7619-QUEENS WHSE","8230 0000 0000 0000 0006 7917","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-17620-AS#-7620-QUEENS WHSE","8230 0000 0000 0000 0006 7875","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-17658-AN#-7658-MEDFORD WHSE","8230 0000 0000 0000 0006 6332","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-17659-AN#-7659-MEDFORD WHSE","8230 0000 0000 0000 0006 6343","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-17982-AN#-7982-MEDFORD WHSE","8230 0000 0000 0000 0006 6353","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-18000-AS#-8000-DVJ WHSE","8230 0000 0000 0000 0006 7643","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-18002-AS#-B1183-QUEENS WHSE","8230 0000 0000 0000 0006 8023","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-18158-AS#-8158-QUEENS WHSE","8230 0000 0000 0000 0006 7908","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-18500-AS#-18500-JERSEY TRAILER","8230 0000 0000 0000 0006 7420","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-18505-AS#-8505-QUEENS WHSE","8230 0000 0000 0000 0006 7929","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-19561-AS#-9561-QUEENS WHSE","8230 0000 0000 0000 0006 7927","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-19564-AS#-9564-QUEENS WHSE","8230 0000 0000 0000 0006 7930","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-19568-AN#-9568-MEDFORD WHSE","8230 0000 0000 0000 0006 6333","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-19654-AS#-9654-JERSEY WHSE","8230 0000 0000 0000 0006 7745","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-19656-AS#-9656-DVJ WHSE","8230 0000 0000 0000 0006 7630","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-20175-AS#-20175-JERSEY TRAILER","8230 0000 0000 0000 0006 7425","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-22323-AS#-22323-JERSEY TRAILER","8230 0000 0000 0000 0006 7418","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-23306-AS#-3306-QUEENS WHSE","8230 0000 0000 0000 0006 7878","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-27402-AS#-7402-QUEENS WHSE","8230 0000 0000 0000 0006 7923","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-28679-AS#-8679-QUEENS WHSE","8230 0000 0000 0000 0006 7924","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37272-AS#-7272-JERSEY WHSE","8230 0000 0000 0000 0006 7734","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37278-AS#-7278-QUEENS WHSE","8230 0000 0000 0000 0006 7932","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37281-AS#-7281-JERSEY TRAILER","8230 0000 0000 0000 0006 7449","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37284-AS#-7284-QUEENS WHSE","8230 0000 0000 0000 0006 7876","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37287-AS#-7287-QUEENS WHSE","8230 0000 0000 0000 0006 8027","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37307-AS#-7307-JERSEY WHSE","8230 0000 0000 0000 0006 7747","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37310-AN#-7310-MEDFORD WHSE","8230 0000 0000 0000 0006 6358","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37313-AS#-7313-DVJ WHSE","8230 0000 0000 0000 0006 7661","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37325-AS#-7325-DVJ WHSE","8230 0000 0000 0000 0006 7663","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37326-AS#-7326-JERSEY WHSE","8230 0000 0000 0000 0006 7753","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37328-AS#-7328-QUEENS WHSE","8230 0000 0000 0000 0006 7915","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37331-AS#-37331-JERSEY TRAILER","8230 0000 0000 0000 0006 7421","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37340-AS#-7340-DVJ WHSE","8230 0000 0000 0000 0006 7651","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37341-AS#-7341-JERSEY WHSE","8230 0000 0000 0000 0006 7575","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37379-AS#-7379-JERSEY WHSE","8230 0000 0000 0000 0006 7761","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37383-AS#-7383-JERSEY WHSE","8230 0000 0000 0000 0006 7744","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37385-AN#-7385-MEDFORD WHSE","8230 0000 0000 0000 0006 6350","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37388-AN#-7388-MEDFORD WHSE","8230 0000 0000 0000 0006 6327","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37391-AS#-7391-DVJ WHSE","8230 0000 0000 0000 0006 7660","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37392-AS#-7392-DVJ WHSE","8230 0000 0000 0000 0006 7664","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37433-AN#-7433-MEDFORD WHSE","8230 0000 0000 0000 0006 6340","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37436-AS#-7436-QUEENS WHSE","8230 0000 0000 0000 0006 7931","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37439-AN#-7439-MEDFORD WHSE","8230 0000 0000 0000 0006 6330","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37442-AS#-7442-JERSEY WHSE","8230 0000 0000 0000 0006 7757","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37445-AS#-7445-JERSEY WHSE","8230 0000 0000 0000 0006 7756","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37446-AS#-7446-DVJ WHSE","8230 0000 0000 0000 0006 7641","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37449-AS#-7449-JERSEY WHSE","8230 0000 0000 0000 0006 7759","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37455-AS#-7455-DVJ WHSE","8230 0000 0000 0000 0006 7637","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37460-AN#-7460-MEDFORD WHSE","8230 0000 0000 0000 0006 6324","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37470-AS#-7470-JERSEY TRAILER","8230 0000 0000 0000 0006 7447","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37476-AN#-7476-MEDFORD WHSE","8230 0000 0000 0000 0006 6346","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37479-AS#-7479-JERSEY TRAILER","8230 0000 0000 0000 0006 7446","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37481-AS#-7481-JERSEY WHSE","8230 0000 0000 0000 0006 7688","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37484-AS#-7484-JERSEY TRAILER","8230 0000 0000 0000 0006 7441","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37485-AS#-7485-JERSEY WHSE","8230 0000 0000 0000 0006 7762","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37508-AS#-7508-JERSEY WHSE","8230 0000 0000 0000 0006 7732","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37510-AS#-7510-JERSEY WHSE","8230 0000 0000 0000 0006 7748","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37516-AS#-7516-JERSEY TRAILER","8230 0000 0000 0000 0006 7450","Air Mover","$310.00","$0","","",""
"DRIEAZ-SNAIL-SN#-37517-AS#-7517-DVJ WHSE","8230 0000 0000 0000 0006 7634","Air Mover","$310.00","$0","","",""
